"#","Solution","W","T","P0","P1","P2","P3","P4","P5","P6","v1","v2","v3"
"23298","C-0_0_4_3_1_2_0_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.08","8","0.6","28","18","7915.88","71.5","2678.17"
"23299","C-0_0_1_0_0_1_3_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.05","5","0.9","27","13","9575.22","570.5","3210.5"
"23300","C-0_0_4_3_1_2_0_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.08","8","0.6","28","23","7906.2","57.0","2675.75"
"23301","C-0_0_3_1_0_1_0_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.05","5","0.6","25","18","8550.01","142.5","2774.91"
"23302","C-0_0_4_3_1_2_0_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.08","8","0.6","28","28","8071.15","36.5","2722.96"
"23303","C-0_0_1_0_0_1_3_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.05","5","0.9","27","18","9577.2","570.5","3211.13"
"23304","C-0_0_3_1_0_1_0_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.05","5","0.6","25","28","8681.7","95.0","2813.35"
"23305","C-0_0_1_0_0_1_3_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.05","5","0.9","27","23","9899.53","552.5","3306.49"
"23306","C-0_0_4_1_2_1_1_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.11","5","0.7","28","18","6294.21","76.5","2095.74"
"23307","C-0_0_4_1_2_1_1_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.11","5","0.7","28","13","6293.3","76.5","2095.48"
"23308","C-0_0_4_1_3_1_1_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.14","5","0.7","25","28","6240.81","15.5","2080.65"
"23309","C-0_0_4_1_3_1_1_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.14","5","0.7","25","23","5999.61","61.5","2017.25"
"23310","C-0_0_4_1_3_1_1_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.14","5","0.7","25","18","5920.27","71.0","1989.19"
"23311","C-0_0_4_1_2_1_1_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.11","5","0.7","28","28","6605.66","25.5","2184.22"
"23312","C-0_0_4_1_3_1_1_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.14","5","0.7","25","13","5919.18","71.0","1988.88"
"23313","C-0_0_4_1_2_1_1_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.11","5","0.7","28","23","6369.54","67.5","2116.8"
"23314","C-0_0_2_1_3_1_0_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.14","5","0.6","27","13","6830.55","467.5","2315.93"
"23315","C-0_0_2_1_3_1_0_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.14","5","0.6","27","28","7027.6","318.5","2375.86"
"23316","C-0_0_2_1_3_1_0_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.14","5","0.6","27","23","6840.69","436.0","2319.83"
"23317","C-0_0_2_1_3_1_0_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.14","5","0.6","27","18","6831.6","468.0","2316.25"
"23318","C-0_0_4_0_1_4_1_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.08","14","0.7","25","13","6966.74","33.5","2887.87"
"23319","C-0_0_4_0_1_4_1_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.08","14","0.7","25","18","6967.7","33.5","2888.15"
"23320","C-0_0_4_0_1_4_1_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.08","14","0.7","25","23","7034.73","23.0","2907.91"
"23321","C-0_0_4_0_1_4_1_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.05","0.08","14","0.7","25","28","7288.8","5.0","2981.66"
"23322","C-0_0_3_1_0_3_1_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.05","11","0.7","28","28","9191.18","47.0","3343.86"
"23323","C-0_0_2_3_1_4_2_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.08","14","0.8","25","18","9443.64","289.0","3582.53"
"23324","C-0_0_2_3_1_4_2_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.08","14","0.8","25","13","9442.03","289.5","3582.01"
"23325","C-0_0_3_1_0_3_1_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.05","11","0.7","28","13","8900.5","89.0","3257.94"
"23326","C-0_0_3_1_0_3_1_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.05","11","0.7","28","18","8901.29","89.0","3258.19"
"23327","C-0_0_2_3_1_4_2_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.08","14","0.8","25","28","9995.47","165.5","3753.23"
"23328","C-0_0_2_3_1_4_2_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.08","14","0.8","25","23","9625.78","282.5","3636.19"
"23329","C-0_0_3_1_0_3_1_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.05","11","0.7","28","23","8947.67","76.0","3272.38"
"23330","C-0_0_2_0_1_4_0_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.08","14","0.6","27","18","8112.17","315.5","3298.02"
"23331","C-0_0_2_1_0_1_1_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.05","5","0.7","25","18","9286.94","367.0","3034.45"
"23332","C-0_0_2_0_1_4_0_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.08","14","0.6","27","23","8101.21","294.5","3298.39"
"23333","C-0_0_2_1_0_1_1_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.05","5","0.7","25","23","9329.91","344.0","3047.8"
"23334","C-0_0_2_1_0_1_1_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.05","5","0.7","25","28","9572.55","232.0","3120.19"
"23335","C-0_0_2_0_1_4_0_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.08","14","0.6","27","28","8297.19","217.5","3358.16"
"23336","C-0_0_1_1_0_3_1_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.05","11","0.7","28","23","10406.97","508.0","3817.54"
"23337","C-0_0_1_1_0_3_1_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.05","11","0.7","28","18","10362.82","531.5","3801.58"
"23338","C-0_0_2_1_0_1_1_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.05","5","0.7","25","13","9285.98","367.0","3034.16"
"23339","C-0_0_1_1_0_3_1_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.05","11","0.7","28","28","10667.43","447.5","3899.82"
"23340","C-0_0_1_1_0_3_1_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.05","11","0.7","28","13","10361.73","531.5","3801.22"
"23341","C-0_0_2_0_1_4_0_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.08","14","0.6","27","13","8111.28","316.0","3297.74"
"23342","C-0_0_1_2_2_4_3_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.11","14","0.9","26","23","9117.39","482.5","3596.31"
"23343","C-0_0_0_1_0_0_3_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.05","2","0.9","27","13","10550.2","739.5","3362.25"
"23344","C-0_0_0_1_0_0_3_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.05","2","0.9","27","18","10552.26","739.5","3362.95"
"23345","C-0_0_1_2_2_4_3_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.11","14","0.9","26","18","8777.71","486.5","3491.69"
"23346","C-0_0_0_3_1_4_1_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.20","0.08","14","0.7","27","28","11145.99","613.0","4256.89"
"23347","C-0_0_0_1_0_0_3_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.05","2","0.9","27","23","10865.38","722.0","3458.97"
"23348","C-0_0_1_2_2_4_3_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.11","14","0.9","26","28","9702.71","369.5","3784.95"
"23349","C-0_0_0_1_0_0_3_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.05","2","0.9","27","28","11393.99","635.0","3634.02"
"23350","C-0_0_0_3_1_4_1_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.20","0.08","14","0.7","27","18","10788.27","688.5","4132.62"
"23351","C-0_0_0_3_1_4_1_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.20","0.08","14","0.7","27","23","10861.45","671.0","4159.59"
"23352","C-0_0_1_2_2_4_3_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.11","14","0.9","26","13","8775.16","487.0","3490.83"
"23353","C-0_0_0_3_1_4_1_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.20","0.08","14","0.7","27","13","10786.78","688.5","4132.09"
"23354","C-0_0_1_3_1_2_0_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.08","8","0.6","26","18","9710.09","582.0","3329.68"
"23355","C-0_0_1_3_1_2_0_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.08","8","0.6","26","13","9709.1","582.5","3329.36"
"23356","C-0_0_1_0_1_1_2_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.08","5","0.8","26","28","8821.38","474.0","2995.85"
"23357","C-0_0_1_0_1_1_2_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.08","5","0.8","26","23","8483.32","569.5","2888.53"
"23358","C-0_0_1_0_1_1_2_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.08","5","0.8","26","18","8260.85","590.0","2821.61"
"23359","C-0_0_1_0_1_1_2_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.08","5","0.8","26","13","8259.24","590.5","2821.09"
"23360","C-0_0_2_2_2_2_2_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.11","8","0.8","25","23","8136.74","350.0","2851.66"
"23361","C-0_0_4_3_1_0_0_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.08","2","0.6","27","13","7639.39","121.5","2219.11"
"23362","C-0_0_2_2_2_2_2_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.11","8","0.8","25","28","8505.87","215.0","2966.54"
"23363","C-0_0_4_3_1_0_0_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.08","2","0.6","27","18","7640.01","121.5","2219.28"
"23364","C-0_0_4_3_1_0_0_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.08","2","0.6","27","23","7625.64","104.5","2214.92"
"23365","C-0_0_1_3_1_2_0_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.08","8","0.6","26","28","9888.34","496.5","3388.3"
"23366","C-0_0_2_2_2_2_2_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.11","8","0.8","25","13","7943.24","360.0","2794.98"
"23367","C-0_0_1_3_1_2_0_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.08","8","0.6","26","23","9703.66","553.5","3330.28"
"23368","C-0_0_4_3_1_0_0_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.08","2","0.6","27","28","7781.8","69.5","2258.84"
"23369","C-0_0_2_2_2_2_2_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.11","8","0.8","25","18","7944.87","358.5","2795.48"
"23370","C-0_0_3_2_3_0_1_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.14","2","0.7","25","13","6731.59","199.0","2020.74"
"23371","C-0_0_3_2_3_0_1_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.14","2","0.7","25","28","7054.2","62.5","2114.59"
"23372","C-0_0_3_2_3_0_1_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.14","2","0.7","25","23","6812.79","182.0","2043.95"
"23373","C-0_0_3_2_3_0_1_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.14","2","0.7","25","18","6732.78","198.0","2021.09"
"23374","C-0_0_1_2_2_0_1_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.11","2","0.7","28","18","8202.53","659.5","2537.94"
"23375","C-0_0_1_2_2_0_1_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.11","2","0.7","28","23","8277.14","628.5","2561.07"
"23376","C-0_0_1_2_2_0_1_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.11","2","0.7","28","28","8537.22","536.5","2642.36"
"23377","C-0_0_3_2_2_0_1_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.11","2","0.7","28","28","7436.21","67.5","2225.67"
"23378","C-0_0_3_2_2_0_1_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.11","2","0.7","28","18","7125.48","186.5","2135.45"
"23379","C-0_0_3_2_2_0_1_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.11","2","0.7","28","23","7199.35","169.0","2156.53"
"23380","C-0_0_3_2_2_0_1_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.11","2","0.7","28","13","7124.43","187.5","2135.14"
"23381","C-0_0_1_2_2_0_1_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.11","2","0.7","28","13","8201.15","660.5","2537.5"
"23382","C-0_0_1_2_3_0_0_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.14","2","0.6","27","28","7911.97","566.5","2450.26"
"23383","C-0_0_1_2_3_0_0_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.14","2","0.6","27","23","7724.55","649.0","2392.54"
"23384","C-0_0_1_2_3_0_0_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.14","2","0.6","27","18","7718.25","689.5","2389.42"
"23385","C-0_0_1_2_3_0_0_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.14","2","0.6","27","13","7717.11","690.0","2389.06"
"23386","C-0_0_3_1_1_3_1_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.08","11","0.7","25","18","7711.29","71.5","2917.5"
"23387","C-0_0_3_1_1_3_1_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.08","11","0.7","25","23","7778.3","61.0","2937.56"
"23388","C-0_0_3_1_1_3_1_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.08","11","0.7","25","28","8027.88","27.5","3012.08"
"23389","C-0_0_4_3_0_4_3_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.05","14","0.9","26","28","9985.58","5.0","3654.99"
"23390","C-0_0_3_1_1_3_1_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.08","11","0.7","25","13","7710.23","71.5","2917.19"
"23391","C-0_0_0_2_0_2_1_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.05","8","0.7","28","28","11686.54","641.5","4071.01"
"23392","C-0_0_0_2_0_2_1_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.05","8","0.7","28","23","11418.45","692.5","3983.3"
"23393","C-0_0_0_0_0_3_3_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.05","11","0.9","26","18","10704.43","680.5","4030.82"
"23394","C-0_0_0_0_0_3_3_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.05","11","0.9","26","23","11029.7","663.5","4128.65"
"23395","C-0_0_0_0_0_3_3_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.05","11","0.9","26","13","10702.28","680.5","4030.06"
"23396","C-0_0_0_0_0_3_3_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.05","11","0.9","26","28","11572.43","580.5","4314.26"
"23397","C-0_0_0_2_0_2_1_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.05","8","0.7","28","18","11376.37","717.0","3966.68"
"23398","C-0_0_0_2_0_2_1_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.05","8","0.7","28","13","11375.16","717.0","3966.26"
"23399","C-0_0_1_3_3_4_0_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.14","14","0.6","25","28","9165.51","443.0","3562.55"
"23400","C-0_0_1_3_3_4_0_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.14","14","0.6","25","13","8938.61","522.5","3484.56"
"23401","C-0_0_1_3_3_4_0_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.14","14","0.6","25","18","8939.86","522.0","3484.98"
"23402","C-0_0_1_3_3_4_0_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.14","14","0.6","25","23","8960.11","495.5","3495.63"
"23403","C-0_0_1_3_1_4_0_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.08","14","0.6","27","23","10052.75","503.5","3826.91"
"23404","C-0_0_1_3_1_4_0_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.08","14","0.6","27","18","10052.69","520.0","3822.66"
"23405","C-0_0_1_3_1_4_0_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.08","14","0.6","27","13","10051.69","520.0","3822.32"
"23406","C-0_0_1_3_1_4_0_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.08","14","0.6","27","28","10246.11","447.5","3889.09"
"23407","C-0_0_0_0_1_1_2_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.08","5","0.8","28","28","9523.59","646.0","3291.04"
"23408","C-0_0_0_0_1_1_2_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.08","5","0.8","28","13","8943.19","741.5","3102.26"
"23409","C-0_0_0_0_1_1_2_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.08","5","0.8","28","18","8944.94","741.5","3102.87"
"23410","C-0_0_0_0_1_1_2_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.08","5","0.8","28","23","9170.99","721.5","3171.98"
"23411","C-0_0_2_2_2_0_2_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.11","2","0.8","28","13","7630.64","465.0","2319.07"
"23412","C-0_0_2_2_2_0_2_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.11","2","0.8","28","23","7824.46","455.0","2375.56"
"23413","C-0_0_2_2_2_0_2_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.11","2","0.8","28","18","7632.2","465.0","2319.54"
"23414","C-0_0_2_2_3_0_2_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.14","2","0.8","25","28","7774.31","271.0","2363.55"
"23415","C-0_0_2_2_2_0_2_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.11","2","0.8","28","28","8176.37","269.5","2482.91"
"23416","C-0_0_2_2_3_0_2_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.14","2","0.8","25","18","7216.26","475.5","2195.86"
"23417","C-0_0_2_2_3_0_2_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.14","2","0.8","25","23","7394.06","470.5","2257.25"
"23418","C-0_0_2_2_3_0_2_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.15","0.14","2","0.8","25","13","7214.58","476.0","2195.36"
"23419","C-0_0_3_2_3_2_2_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.14","8","0.8","28","28","7571.93","8.0","2650.3"
"23420","C-0_0_4_3_0_4_3_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.05","14","0.9","26","18","9237.04","43.0","3437.25"
"23421","C-0_0_4_3_0_4_3_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.05","14","0.9","26","23","9530.79","33.0","3520.95"
"23422","C-0_0_4_3_0_4_3_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.05","14","0.9","26","13","9235.42","42.5","3436.78"
"23423","C-0_0_1_0_2_3_3_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","11","0.9","26","23","8232.75","507.0","3198.44"
"23424","C-0_0_1_0_2_3_3_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","11","0.9","26","28","8730.37","387.5","3365.45"
"23425","C-0_0_0_1_1_3_1_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.08","11","0.7","27","28","10053.29","632.0","3808.39"
"23426","C-0_0_1_0_2_3_3_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","11","0.9","26","13","7762.68","514.5","3064.29"
