"#","Solution","W","T","P0","P1","P2","P3","P4","P5","P6","v1","v2","v3"
"23427","C-0_0_0_1_1_3_1_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.08","11","0.7","27","23","9763.14","689.0","3711.51"
"23428","C-0_0_1_0_2_3_3_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","11","0.9","26","18","7765.08","514.5","3065.1"
"23429","C-0_0_0_1_1_3_1_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.08","11","0.7","27","18","9699.09","707.5","3687.5"
"23430","C-0_0_0_1_1_3_1_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.10","0.08","11","0.7","27","13","9697.67","707.5","3687.0"
"23431","C-0_0_1_3_2_4_1_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.11","14","0.7","26","23","9503.29","492.5","3659.93"
"23432","C-0_0_1_3_2_4_1_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.11","14","0.7","26","28","9786.14","420.0","3752.77"
"23433","C-0_0_1_3_2_4_1_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.11","14","0.7","26","13","9418.06","510.0","3631.36"
"23434","C-0_0_1_3_2_4_1_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.11","14","0.7","26","18","9419.56","511.0","3631.87"
"23435","C-0_0_0_2_0_0_1_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.05","2","0.7","27","18","11032.39","750.5","3473.78"
"23436","C-0_0_0_2_0_0_1_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.05","2","0.7","27","23","11071.21","734.0","3488.2"
"23437","C-0_0_0_2_0_0_1_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.05","2","0.7","27","28","11333.56","685.5","3572.04"
"23438","C-0_0_0_2_0_0_1_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.05","2","0.7","27","13","11031.22","750.5","3473.38"
"23439","C-0_0_3_2_3_2_2_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.14","8","0.8","28","13","7010.96","83.0","2484.12"
"23440","C-0_0_3_2_3_2_2_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.14","8","0.8","28","23","7187.77","85.5","2543.27"
"23441","C-0_0_3_2_3_2_2_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.14","8","0.8","28","18","7012.49","81.5","2484.58"
"23442","C-0_0_1_2_1_0_2_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.08","2","0.8","25","23","9055.96","605.5","2798.14"
"23443","C-0_0_1_2_1_2_2_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.08","8","0.8","26","28","9756.12","440.5","3402.99"
"23444","C-0_0_1_2_1_0_2_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.08","2","0.8","25","28","9415.8","501.5","2911.94"
"23445","C-0_0_1_2_1_2_2_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.08","8","0.8","26","18","9201.33","554.0","3227.69"
"23446","C-0_0_1_2_1_0_2_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.08","2","0.8","25","13","8874.85","627.5","2743.74"
"23447","C-0_0_1_2_1_0_2_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.08","2","0.8","25","18","8876.46","626.5","2744.25"
"23448","C-0_0_1_2_1_2_2_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.08","8","0.8","26","23","9381.55","539.0","3282.16"
"23449","C-0_0_2_0_3_3_3_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.14","11","0.9","26","28","7700.92","172.0","2998.98"
"23450","C-0_0_2_0_3_3_3_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.14","11","0.9","26","23","7212.19","323.5","2843.04"
"23451","C-0_0_1_2_1_2_2_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.08","8","0.8","26","13","9199.63","556.0","3227.14"
"23452","C-0_0_1_1_2_3_1_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.11","11","0.7","27","23","8298.36","518.0","3193.24"
"23453","C-0_0_1_1_2_3_1_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.11","11","0.7","27","28","8588.74","440.5","3286.06"
"23454","C-0_0_1_1_2_3_1_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.11","11","0.7","27","13","8219.92","536.0","3167.0"
"23455","C-0_0_2_0_3_3_3_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.14","11","0.9","26","18","6716.76","312.5","2703.76"
"23456","C-0_0_2_0_3_3_3_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.14","11","0.9","26","13","6714.43","312.0","2703.01"
"23457","C-0_0_1_1_2_3_1_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.11","11","0.7","27","18","8221.37","535.5","3167.48"
"23458","C-0_0_1_1_3_3_0_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.14","11","0.6","26","23","7701.35","523.5","3016.75"
"23459","C-0_0_1_1_3_3_0_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.14","11","0.6","26","18","7695.0","549.0","3010.42"
"23460","C-0_0_1_1_3_3_0_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.14","11","0.6","26","28","7913.82","464.5","3083.96"
"23461","C-0_0_1_1_3_3_0_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.14","11","0.6","26","13","7693.78","549.5","3010.01"
"23462","C-0_0_0_2_0_4_3_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.05","14","0.9","25","13","11668.09","660.5","4448.93"
"23463","C-0_0_4_1_0_3_3_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.05","11","0.9","26","18","8136.94","55.0","3002.95"
"23464","C-0_0_2_3_3_2_0_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.14","8","0.6","27","18","8022.58","413.0","2771.88"
"23465","C-0_0_0_2_0_4_3_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.05","14","0.9","25","28","12525.3","569.0","4732.63"
"23466","C-0_0_4_1_0_3_3_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.05","11","0.9","26","13","8135.33","55.0","3002.49"
"23467","C-0_0_2_3_3_2_0_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.14","8","0.6","27","13","8021.51","413.5","2771.55"
"23468","C-0_0_0_2_0_4_3_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.05","14","0.9","25","18","11670.36","660.0","4449.74"
"23469","C-0_0_0_2_0_4_3_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.05","14","0.9","25","23","11967.53","644.0","4541.28"
"23470","C-0_0_2_3_3_2_0_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.14","8","0.6","27","28","8222.1","281.5","2834.32"
"23471","C-0_0_4_1_0_3_3_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.05","11","0.9","26","28","8903.19","10.0","3222.93"
"23472","C-0_0_4_1_0_3_3_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.05","11","0.9","26","23","8435.77","44.5","3087.98"
"23473","C-0_0_2_3_3_2_0_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.14","8","0.6","27","23","8034.68","381.5","2776.95"
"23474","C-0_0_1_2_1_2_2_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.08","8","0.8","25","23","9381.55","539.0","3282.16"
"23475","C-0_0_1_2_1_2_2_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.08","8","0.8","25","28","9756.12","440.5","3402.99"
"23476","C-0_0_1_2_1_2_2_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.08","8","0.8","25","13","9199.63","556.0","3227.14"
"23477","C-0_0_1_2_1_2_2_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.08","8","0.8","25","18","9201.33","554.0","3227.69"
"23478","C-0_0_1_0_2_1_3_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","5","0.9","25","13","7408.37","582.5","2568.62"
"23479","C-0_0_1_0_2_1_3_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","5","0.9","25","23","7887.84","573.0","2708.23"
"23480","C-0_0_1_0_2_1_3_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","5","0.9","25","18","7410.64","583.0","2569.36"
"23481","C-0_0_4_1_1_1_0_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.08","5","0.6","28","13","6839.18","92.5","2251.12"
"23482","C-0_0_4_1_1_1_0_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.08","5","0.6","28","18","6839.83","93.0","2251.3"
"23483","C-0_0_1_0_2_1_3_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","5","0.9","25","28","8360.87","433.0","2862.9"
"23484","C-0_0_4_1_1_1_0_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.08","5","0.6","28","23","6829.56","77.0","2248.25"
"23485","C-0_0_4_1_1_1_0_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.10","0.08","5","0.6","28","28","6993.64","52.5","2294.53"
"23486","C-0_0_4_3_3_2_0_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.14","8","0.6","26","13","6966.47","53.5","2407.12"
"23487","C-0_0_4_3_3_2_0_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.14","8","0.6","26","23","6976.42","44.5","2410.32"
"23488","C-0_0_4_3_3_2_0_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.14","8","0.6","26","18","6967.32","53.5","2407.36"
"23489","C-0_0_4_3_3_2_0_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.14","8","0.6","26","28","7147.87","14.5","2459.89"
"23490","C-0_0_2_3_3_2_0_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.14","8","0.6","26","23","8034.68","381.5","2776.95"
"23491","C-0_0_2_3_3_2_0_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.14","8","0.6","26","18","8022.58","413.0","2771.88"
"23492","C-0_0_2_3_3_2_0_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.14","8","0.6","26","13","8021.51","413.5","2771.55"
"23493","C-0_0_2_3_3_2_0_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.20","0.14","8","0.6","26","28","8222.1","281.5","2834.32"
"23494","C-0_0_2_1_1_3_2_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.08","11","0.8","26","28","8853.54","184.5","3302.55"
"23495","C-0_0_2_1_1_3_2_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.08","11","0.8","26","23","8475.86","309.0","3185.76"
"23496","C-0_0_2_1_1_3_2_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.08","11","0.8","26","18","8285.68","316.0","3130.57"
"23497","C-0_0_2_1_1_3_2_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.08","11","0.8","26","13","8284.11","316.5","3130.08"
"23498","C-0_0_2_1_2_3_0_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.11","11","0.6","27","28","7775.05","250.0","2984.23"
"23499","C-0_0_2_1_2_3_0_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.11","11","0.6","27","23","7583.03","337.0","2925.37"
"23500","C-0_0_1_0_2_3_3_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","11","0.9","27","28","8730.37","387.5","3365.45"
"23501","C-0_0_2_1_2_3_0_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.11","11","0.6","27","18","7574.12","358.0","2920.7"
"23502","C-0_0_2_1_2_3_0_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.10","0.11","11","0.6","27","13","7573.1","357.5","2920.38"
"23503","C-0_0_1_0_2_3_3_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","11","0.9","27","18","7765.08","514.5","3065.1"
"23504","C-0_0_1_0_2_3_3_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","11","0.9","27","23","8232.75","507.0","3198.44"
"23505","C-0_0_1_0_2_3_3_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.05","0.11","11","0.9","27","13","7762.68","514.5","3064.29"
"23506","C-0_0_0_2_1_0_0_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.08","2","0.6","27","13","9494.99","769.0","3002.94"
"23507","C-0_0_0_2_1_0_0_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.08","2","0.6","27","28","9668.86","723.5","3061.46"
"23508","C-0_0_0_2_1_0_0_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.08","2","0.6","27","23","9472.61","755.0","2999.92"
"23509","C-0_0_0_2_1_0_0_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.08","2","0.6","27","18","9496.08","769.0","3003.3"
"23510","C-0_0_0_2_0_0_1_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.05","2","0.7","28","13","11031.22","750.5","3473.38"
"23511","C-0_0_0_2_0_0_1_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.05","2","0.7","28","18","11032.39","750.5","3473.78"
"23512","C-0_0_0_2_0_0_1_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.05","2","0.7","28","23","11071.21","734.0","3488.2"
"23513","C-0_0_0_2_0_0_1_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.05","2","0.7","28","28","11333.56","685.5","3572.04"
"23514","C-0_0_1_2_0_2_3_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.05","8","0.9","26","18","10468.92","539.0","3606.69"
"23515","C-0_0_1_2_0_2_3_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.05","8","0.9","26","23","10762.97","523.0","3695.93"
"23516","C-0_0_3_2_0_2_3_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.05","8","0.9","26","28","9842.87","35.0","3309.27"
"23517","C-0_0_1_2_0_2_3_1_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.05","8","0.9","26","28","11281.59","419.0","3862.0"
"23518","C-0_0_3_2_0_2_3_1_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.05","8","0.9","26","18","9081.97","99.5","3084.63"
"23519","C-0_0_3_2_0_2_3_1_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.05","8","0.9","26","23","9381.42","89.0","3171.39"
"23520","C-0_0_3_2_0_2_3_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.15","0.05","8","0.9","26","13","9080.3","100.5","3084.15"
"23521","C-0_0_1_2_0_2_3_1_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.05","8","0.9","26","13","10466.93","539.0","3606.05"
"23522","C-0_0_3_3_2_4_2_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.20","0.11","14","0.8","28","13","8220.61","40.5","3181.52"
"23523","C-0_0_3_3_0_4_1_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.20","0.05","14","0.7","28","28","10253.44","35.5","3773.2"
"23524","C-0_0_3_3_0_4_1_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.20","0.05","14","0.7","28","23","10017.52","60.0","3702.32"
"23525","C-0_0_3_3_0_4_1_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.20","0.05","14","0.7","28","18","9966.86","71.5","3686.75"
"23526","C-0_0_3_3_0_4_1_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.20","0.05","14","0.7","28","13","9965.94","71.5","3686.47"
"23527","C-0_0_2_0_2_1_2_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.11","5","0.8","25","18","6917.0","408.0","2373.64"
"23528","C-0_0_1_3_0_4_1_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.05","14","0.7","28","28","11666.55","426.0","4322.24"
"23529","C-0_0_2_0_2_1_2_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.11","5","0.8","25","23","7185.16","398.0","2451.78"
"23530","C-0_0_1_3_0_4_1_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.05","14","0.7","28","23","11411.33","483.0","4239.84"
"23531","C-0_0_2_0_2_1_2_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.11","5","0.8","25","13","6915.43","409.0","2373.16"
"23532","C-0_0_1_3_0_4_1_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.05","14","0.7","28","18","11358.92","502.5","4221.36"
"23533","C-0_0_1_3_0_4_1_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.05","14","0.7","28","13","11357.78","502.5","4220.98"
"23534","C-0_0_1_3_3_1_3_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.14","5","0.9","28","13","8358.07","577.5","2726.16"
"23535","C-0_0_1_3_3_1_3_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.14","5","0.9","28","18","8360.51","577.5","2726.94"
"23536","C-0_0_1_3_3_1_3_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.14","5","0.9","28","23","8686.7","578.0","2836.28"
"23537","C-0_0_1_3_3_1_3_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.20","0.14","5","0.9","28","28","9277.07","427.0","3014.06"
"23538","C-0_0_2_0_2_1_2_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","24","0.05","0.11","5","0.8","25","28","7503.38","237.0","2550.02"
"23539","C-0_0_3_1_1_1_1_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.08","5","0.7","25","28","7703.39","58.0","2533.44"
"23540","C-0_0_3_1_1_1_1_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.08","5","0.7","25","23","7465.06","109.0","2463.67"
"23541","C-0_0_3_1_1_1_1_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.08","5","0.7","25","18","7401.44","127.5","2445.23"
"23542","C-0_0_3_1_1_1_1_0_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","25","0.10","0.08","5","0.7","25","13","7400.43","127.5","2444.93"
"23543","C-0_0_1_1_1_1_0_2_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.08","5","0.6","27","28","8754.54","525.5","2940.35"
"23544","C-0_0_1_1_1_1_0_2_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.08","5","0.6","27","23","8563.99","584.5","2882.2"
"23545","C-0_0_1_1_1_1_0_2_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.08","5","0.6","27","18","8585.11","617.0","2885.61"
"23546","C-0_0_1_1_1_1_0_2_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.10","0.08","5","0.6","27","13","8584.16","617.0","2885.31"
"23547","C-0_0_1_2_0_0_0_3_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.05","2","0.6","28","18","10169.18","628.5","3133.88"
"23548","C-0_0_1_2_0_0_0_3_0","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.05","2","0.6","28","13","10168.37","628.5","3133.63"
"23549","C-0_0_1_2_0_0_0_3_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.05","2","0.6","28","28","10305.57","556.0","3177.21"
"23550","C-0_0_1_2_0_0_0_3_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","23","0.15","0.05","2","0.6","28","23","10127.72","600.5","3123.86"
"23551","C-0_0_0_2_1_2_3_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.08","8","0.9","25","28","10716.14","603.0","3784.91"
"23552","C-0_0_4_3_2_0_0_0_1","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.11","2","0.6","25","18","7058.04","117.5","2052.94"
"23553","C-0_0_4_3_2_0_0_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","26","0.20","0.11","2","0.6","25","23","7055.18","99.5","2051.82"
"23554","C-0_0_0_0_3_1_1_0_3","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.05","0.14","5","0.7","25","28","8034.97","675.5","2834.0"
"23555","C-0_0_0_2_1_2_3_0_2","KWT_KUWAIT INTL AIRPORT_KISR.epw","KUWAIT AHU VAV5 HR DB.idf","22","0.15","0.08","8","0.9","25","23","10144.33","698.0","3590.8"
